clip,preictal
Dog_3_test_segment_0896.mat,0.0140142647023
Dog_4_test_segment_0337.mat,0.00344410732868
Dog_3_test_segment_0065.mat,0.000790823828516
Patient_2_test_segment_0070.mat,0.339487388155
Dog_2_test_segment_0111.mat,0.000248488105259
Dog_2_test_segment_0699.mat,0.883319294854
Dog_4_test_segment_0740.mat,0.0258956736751
Dog_4_test_segment_0308.mat,0.0035072863701
Dog_1_test_segment_0182.mat,0.239055232133
Dog_2_test_segment_0703.mat,0.000617934123718
Dog_4_test_segment_0329.mat,0.357642528079
Dog_3_test_segment_0504.mat,0.00521499142721
Dog_5_test_segment_0082.mat,4.39428738981e-07
Dog_2_test_segment_0134.mat,0.0504028899534
Dog_1_test_segment_0277.mat,0.000437771914289
Dog_2_test_segment_0998.mat,0.556446265319
Dog_2_test_segment_0836.mat,0.582810923558
Dog_3_test_segment_0473.mat,0.00961149669122
Dog_2_test_segment_0389.mat,1.70621636467e-06
Dog_1_test_segment_0325.mat,0.402629599961
Dog_4_test_segment_0235.mat,0.0168021715649
Dog_2_test_segment_0201.mat,0.0467597563643
Dog_2_test_segment_0804.mat,0.25241834078
Dog_3_test_segment_0638.mat,0.00661070174231
Dog_3_test_segment_0597.mat,0.00352621537812
Dog_3_test_segment_0489.mat,0.0212215037432
Dog_4_test_segment_0780.mat,0.00267440251482
Dog_5_test_segment_0101.mat,1.97281936738e-07
Dog_3_test_segment_0096.mat,0.00300521462044
Dog_2_test_segment_0925.mat,0.207786036333
Dog_4_test_segment_0859.mat,0.0317562833769
Dog_2_test_segment_0806.mat,0.0423994329453
Dog_1_test_segment_0264.mat,0.399812109481
Dog_3_test_segment_0496.mat,0.000277880422507
Dog_4_test_segment_0969.mat,0.0470551727543
Dog_1_test_segment_0089.mat,0.079636756336
Dog_4_test_segment_0289.mat,0.00093994541899
Dog_3_test_segment_0602.mat,0.00731189280763
Dog_2_test_segment_0600.mat,0.0031804311787
Dog_3_test_segment_0887.mat,0.00912847666045
Dog_4_test_segment_0459.mat,0.00712422793524
Dog_4_test_segment_0976.mat,0.0356622834681
Dog_1_test_segment_0094.mat,0.282793007088
Dog_1_test_segment_0402.mat,0.001425179658
Dog_4_test_segment_0669.mat,0.00102578462189
Dog_5_test_segment_0039.mat,1.97107687277e-07
Dog_3_test_segment_0075.mat,0.00804198090564
Dog_4_test_segment_0650.mat,0.00825513606797
Dog_2_test_segment_0514.mat,2.06454208365e-06
Dog_1_test_segment_0136.mat,0.259087007806
Dog_1_test_segment_0230.mat,0.339217798272
Patient_2_test_segment_0102.mat,0.339487388155
Dog_1_test_segment_0449.mat,0.00208145334951
Dog_3_test_segment_0336.mat,0.0027159052123
Dog_4_test_segment_0003.mat,0.0231253674401
Dog_1_test_segment_0416.mat,0.0601946392479
Dog_3_test_segment_0830.mat,0.0415988576222
Patient_2_test_segment_0113.mat,0.339487388155
Dog_4_test_segment_0237.mat,0.0105903421313
Dog_4_test_segment_0035.mat,0.0659297117683
Dog_2_test_segment_0439.mat,0.000479367933767
Dog_1_test_segment_0365.mat,0.000439016168246
Dog_3_test_segment_0855.mat,0.00091159367214
Patient_1_test_segment_0042.mat,0.485920128271
Dog_2_test_segment_0105.mat,0.000311431437202
Dog_1_test_segment_0057.mat,0.000461921173472
Dog_4_test_segment_0766.mat,0.00327389373595
Dog_5_test_segment_0078.mat,2.11596408426e-07
Dog_4_test_segment_0253.mat,0.0605677987889
Dog_2_test_segment_0530.mat,0.00559471737788
Dog_1_test_segment_0243.mat,0.00206955369755
Dog_2_test_segment_0566.mat,0.00416925806557
Dog_4_test_segment_0665.mat,0.0513390966628
Dog_2_test_segment_0753.mat,0.955041185354
Dog_2_test_segment_0218.mat,0.950143520077
Dog_4_test_segment_0139.mat,0.0101912904799
Dog_4_test_segment_0589.mat,0.00274336967438
Dog_1_test_segment_0387.mat,0.00686808306705
Dog_4_test_segment_0725.mat,0.0025723204889
Patient_2_test_segment_0094.mat,0.0576717595719
Dog_4_test_segment_0775.mat,0.0471397976329
Dog_3_test_segment_0543.mat,0.00116117771111
Dog_2_test_segment_0910.mat,0.105080042722
Dog_5_test_segment_0156.mat,0.000260933119993
Dog_1_test_segment_0470.mat,0.200794041521
Dog_4_test_segment_0662.mat,0.00997155196009
Dog_2_test_segment_0745.mat,2.23474899156e-06
Patient_2_test_segment_0078.mat,0.862434472916
Dog_2_test_segment_0499.mat,0.00395405271612
Dog_2_test_segment_0384.mat,0.992295810802
Patient_2_test_segment_0012.mat,0.95621511576
Dog_4_test_segment_0014.mat,0.00125120272045
Dog_2_test_segment_0954.mat,0.0425552733062
Dog_1_test_segment_0337.mat,0.571906027819
Dog_3_test_segment_0376.mat,0.000375860868224
Dog_2_test_segment_0893.mat,0.0235579574981
Dog_2_test_segment_0978.mat,7.52778355361e-05
Dog_2_test_segment_0557.mat,0.171923535711
Dog_1_test_segment_0495.mat,0.000355787489361
Dog_4_test_segment_0187.mat,0.0208746491156
Dog_2_test_segment_0257.mat,0.220972021586
Dog_2_test_segment_0781.mat,1.90232377486e-06
Dog_2_test_segment_0656.mat,0.245460254943
Dog_2_test_segment_0138.mat,0.182792157876
Dog_2_test_segment_0361.mat,0.802537731581
Dog_2_test_segment_0532.mat,0.0319492673818
Dog_2_test_segment_0570.mat,0.617499122057
Patient_1_test_segment_0181.mat,0.881616311069
Dog_1_test_segment_0299.mat,0.00133677696751
Dog_2_test_segment_0772.mat,0.00649333890908
Dog_2_test_segment_0211.mat,0.0564765709037
Dog_2_test_segment_0495.mat,0.373697714255
Dog_1_test_segment_0051.mat,0.136100984345
Patient_2_test_segment_0145.mat,0.339487388155
Patient_1_test_segment_0152.mat,0.00816494013445
Dog_1_test_segment_0184.mat,0.00044063333807
Dog_4_test_segment_0079.mat,0.0343701883043
Dog_4_test_segment_0536.mat,0.0222040278456
Dog_4_test_segment_0553.mat,0.00669262116087
Dog_2_test_segment_0124.mat,1.65220374442e-06
Dog_2_test_segment_0091.mat,1.89942993801e-06
Dog_3_test_segment_0249.mat,0.00997737201599
Dog_4_test_segment_0314.mat,0.0341852618337
Dog_2_test_segment_0197.mat,7.54308504016e-05
Dog_3_test_segment_0655.mat,0.00396279227368
Dog_1_test_segment_0475.mat,0.000442241943834
Patient_1_test_segment_0029.mat,0.926297900234
Dog_5_test_segment_0089.mat,1.9710752585e-07
Dog_5_test_segment_0119.mat,1.53268186073e-06
Dog_4_test_segment_0250.mat,0.0746511717447
Dog_1_test_segment_0311.mat,0.266100028179
Dog_1_test_segment_0269.mat,0.359490037759
Dog_2_test_segment_0424.mat,0.429138430952
Dog_4_test_segment_0502.mat,0.003711760332
Dog_4_test_segment_0864.mat,0.0146239035969
Dog_3_test_segment_0041.mat,4.18551226397e-06
Dog_4_test_segment_0939.mat,0.100522309481
Dog_3_test_segment_0003.mat,0.000991966802622
Dog_3_test_segment_0636.mat,6.21850929776e-05
Dog_3_test_segment_0752.mat,8.58912812285e-06
Dog_3_test_segment_0807.mat,0.0104098232238
Dog_5_test_segment_0154.mat,0.000564736966413
Dog_2_test_segment_0882.mat,0.0475633439356
Dog_4_test_segment_0065.mat,0.00128522836895
Dog_4_test_segment_0765.mat,0.00894486001582
Dog_1_test_segment_0443.mat,0.226737657935
Dog_2_test_segment_0417.mat,0.163030524778
Dog_1_test_segment_0392.mat,0.00257925470597
Dog_2_test_segment_0970.mat,0.421957429547
Dog_2_test_segment_0943.mat,0.311303336138
Dog_4_test_segment_0328.mat,0.00274388389332
Dog_4_test_segment_0326.mat,0.0531850911113
Dog_2_test_segment_0587.mat,0.00487188943768
Dog_2_test_segment_0632.mat,0.0662164334792
Patient_1_test_segment_0020.mat,0.91638414982
Dog_5_test_segment_0153.mat,1.99747217475e-07
Dog_4_test_segment_0758.mat,0.0096553997676
Dog_5_test_segment_0002.mat,1.97107698823e-07
Dog_2_test_segment_0309.mat,1.89521513239e-06
Dog_4_test_segment_0439.mat,0.00319384907329
Dog_5_test_segment_0164.mat,0.000138242658989
Dog_4_test_segment_0790.mat,0.0145276295478
Dog_2_test_segment_0450.mat,0.370033839725
Dog_3_test_segment_0063.mat,2.10247884947e-06
Dog_3_test_segment_0603.mat,0.000296881691791
Dog_3_test_segment_0744.mat,0.00047266554748
Patient_1_test_segment_0091.mat,0.191113731731
Dog_4_test_segment_0383.mat,0.0057016056705
Dog_4_test_segment_0542.mat,0.00646354820171
Dog_2_test_segment_0240.mat,0.4035168834
Dog_4_test_segment_0691.mat,0.0166135456201
Dog_1_test_segment_0293.mat,0.393765855961
Dog_2_test_segment_0299.mat,0.002856870072
Dog_3_test_segment_0059.mat,0.00871846291618
Dog_2_test_segment_0727.mat,0.121113382075
Dog_2_test_segment_0892.mat,0.490299569298
Dog_4_test_segment_0734.mat,0.040375789116
Dog_1_test_segment_0227.mat,0.000305144150171
Dog_4_test_segment_0494.mat,0.0514263440776
Dog_3_test_segment_0168.mat,0.0108976353513
Patient_2_test_segment_0075.mat,0.820626913925
Dog_1_test_segment_0210.mat,0.413732153726
Dog_3_test_segment_0355.mat,0.000718505085034
Dog_3_test_segment_0746.mat,0.0128053326106
Patient_2_test_segment_0115.mat,0.339148210236
Dog_2_test_segment_0235.mat,0.979205134603
Dog_1_test_segment_0045.mat,0.206043518964
Dog_3_test_segment_0150.mat,0.00997737201631
Dog_3_test_segment_0860.mat,0.000617700164061
Patient_1_test_segment_0069.mat,0.787985078773
Dog_3_test_segment_0662.mat,0.00015015696358
Dog_2_test_segment_0920.mat,0.0143466393088
Dog_1_test_segment_0300.mat,0.00219870742971
Dog_2_test_segment_0411.mat,0.00658783968556
Dog_3_test_segment_0458.mat,0.00997735307397
Dog_1_test_segment_0090.mat,0.410879842037
