clip,preictal
Dog_1_test_segment_0118.mat,0.590279781564
Dog_2_test_segment_0339.mat,0.000846317302252
Dog_3_test_segment_0348.mat,0.00433925878344
Dog_4_test_segment_0058.mat,0.000382338545916
Dog_2_test_segment_0392.mat,0.828880784996
Dog_1_test_segment_0260.mat,0.22909041492
Dog_4_test_segment_0034.mat,0.0479464880679
Dog_3_test_segment_0370.mat,0.00481897789574
Dog_4_test_segment_0444.mat,0.0283257313437
Dog_4_test_segment_0673.mat,0.00299228929081
Dog_4_test_segment_0966.mat,5.23515721142e-05
Dog_2_test_segment_0279.mat,0.000429931224277
Dog_4_test_segment_0210.mat,0.000103877428708
Dog_5_test_segment_0076.mat,0.0161159796046
Dog_2_test_segment_0351.mat,0.00382006445034
Dog_2_test_segment_0036.mat,4.26919111828e-06
Dog_2_test_segment_0258.mat,0.222737106741
Dog_3_test_segment_0301.mat,0.00416451635906
Dog_4_test_segment_0154.mat,7.44995433558e-05
Dog_5_test_segment_0059.mat,0.0161159796046
Dog_1_test_segment_0062.mat,0.00048683075358
Patient_1_test_segment_0119.mat,0.885127547963
Dog_3_test_segment_0135.mat,0.000303006157042
Dog_3_test_segment_0579.mat,0.0860357845134
Dog_3_test_segment_0893.mat,0.000305672986123
Dog_3_test_segment_0666.mat,2.63937841614e-05
Dog_1_test_segment_0323.mat,0.237138258424
Dog_3_test_segment_0841.mat,0.00909361909177
Dog_3_test_segment_0263.mat,0.0173727380688
Dog_4_test_segment_0105.mat,8.41384387724e-05
Dog_4_test_segment_0623.mat,3.7118896466e-05
Dog_2_test_segment_0079.mat,0.00451756606225
Dog_2_test_segment_0633.mat,0.00015271878095
Dog_3_test_segment_0075.mat,0.000724405349006
Patient_2_test_segment_0130.mat,0.640472788404
Dog_4_test_segment_0497.mat,1.57336553795e-05
Dog_2_test_segment_0481.mat,0.00287477269534
Dog_3_test_segment_0596.mat,0.045529920508
Dog_3_test_segment_0022.mat,0.00104318112788
Dog_3_test_segment_0575.mat,0.00247749820197
Dog_3_test_segment_0883.mat,0.133830578084
Dog_2_test_segment_0592.mat,0.250603307339
Dog_1_test_segment_0467.mat,0.224956288553
Dog_3_test_segment_0271.mat,0.0198175620967
Dog_3_test_segment_0441.mat,0.0154980948264
Dog_2_test_segment_0053.mat,0.00273407390715
Dog_2_test_segment_0687.mat,0.000213990399114
Dog_4_test_segment_0563.mat,0.000999210041536
Dog_1_test_segment_0010.mat,0.00325545412824
Dog_4_test_segment_0091.mat,6.97270796276e-05
Dog_3_test_segment_0495.mat,0.000137360226302
Dog_3_test_segment_0319.mat,0.00311884201237
Dog_4_test_segment_0604.mat,0.00569125086967
Patient_2_test_segment_0015.mat,0.835990851118
Dog_1_test_segment_0448.mat,0.0021360606109
Dog_3_test_segment_0211.mat,0.00527224805426
Dog_4_test_segment_0349.mat,0.000168023384385
Dog_4_test_segment_0549.mat,0.000371142394966
Patient_2_test_segment_0143.mat,0.907942151326
Dog_2_test_segment_0336.mat,0.000369339416386
Dog_3_test_segment_0097.mat,0.169749955278
Dog_2_test_segment_0788.mat,0.0502103222996
Dog_2_test_segment_0582.mat,0.00448371476005
Dog_4_test_segment_0142.mat,0.00292646948589
Dog_4_test_segment_0577.mat,9.32546593826e-05
Dog_4_test_segment_0352.mat,0.036190578277
Dog_4_test_segment_0476.mat,3.8553996219e-05
Dog_1_test_segment_0451.mat,0.546477357734
Dog_5_test_segment_0122.mat,0.000340387303117
Dog_1_test_segment_0355.mat,0.067087140047
Dog_2_test_segment_0867.mat,0.000747417178149
Dog_2_test_segment_0891.mat,0.0820769150369
Dog_2_test_segment_0008.mat,0.0108659398091
