clip,preictal
Dog_1_test_segment_0118.mat,0.590279781564
Dog_1_test_segment_0260.mat,0.22909041492
Dog_1_test_segment_0062.mat,0.00048683075358
Dog_1_test_segment_0323.mat,0.237138258424
Dog_1_test_segment_0467.mat,0.224956288553
Dog_1_test_segment_0010.mat,0.00325545412824
Dog_1_test_segment_0448.mat,0.0021360606109
Dog_1_test_segment_0451.mat,0.546477357734
Dog_1_test_segment_0355.mat,0.067087140047
Dog_1_test_segment_0109.mat,0.303582317795
Dog_1_test_segment_0183.mat,0.773178742958
Dog_1_test_segment_0453.mat,0.10237038629
Dog_1_test_segment_0398.mat,0.000405175309992
Dog_1_test_segment_0219.mat,0.00875832198402
Dog_1_test_segment_0490.mat,0.0595116564694
Dog_1_test_segment_0429.mat,0.200370803187
Dog_1_test_segment_0104.mat,0.00110377297762
Dog_1_test_segment_0357.mat,0.444081136502
Dog_1_test_segment_0122.mat,0.249053259589
Dog_1_test_segment_0069.mat,0.0184776174741
Dog_1_test_segment_0191.mat,0.170986815788
Dog_1_test_segment_0470.mat,0.107555951521
Dog_1_test_segment_0443.mat,0.0979041053506
Dog_1_test_segment_0316.mat,0.00891233612327
Dog_1_test_segment_0078.mat,0.00149529831383
Dog_1_test_segment_0197.mat,0.0848008135878
Dog_1_test_segment_0208.mat,0.0102337027412
Dog_1_test_segment_0171.mat,0.000959525305528
Dog_1_test_segment_0422.mat,0.355851630983
Dog_1_test_segment_0166.mat,0.271614939056
Dog_1_test_segment_0424.mat,0.00386153522395
Dog_1_test_segment_0431.mat,0.144033742648
Dog_1_test_segment_0366.mat,0.00275898963046
Dog_1_test_segment_0354.mat,0.704556223218
Dog_1_test_segment_0215.mat,0.00803925391426
Dog_1_test_segment_0193.mat,0.284623166429
Dog_1_test_segment_0406.mat,0.0153979632798
Dog_1_test_segment_0202.mat,0.00264186501082
Dog_1_test_segment_0239.mat,0.583326264005
Dog_1_test_segment_0020.mat,0.0942572148635
Dog_1_test_segment_0269.mat,0.0291459543036
Dog_1_test_segment_0395.mat,0.0933383323099
Dog_1_test_segment_0384.mat,0.35248176524
Dog_1_test_segment_0353.mat,0.00243362215371
Dog_1_test_segment_0119.mat,0.000389416906916
Dog_1_test_segment_0090.mat,0.0127290105841
Dog_1_test_segment_0138.mat,0.00510374636765
Dog_1_test_segment_0013.mat,0.439003606991
Dog_1_test_segment_0195.mat,0.621627297987
Dog_1_test_segment_0433.mat,0.126928798473
Dog_1_test_segment_0237.mat,0.00291017332966
Dog_1_test_segment_0049.mat,0.0104703581445
Dog_1_test_segment_0404.mat,0.0264207997455
Dog_1_test_segment_0273.mat,0.000564071614261
Dog_1_test_segment_0133.mat,0.0128391213995
Dog_1_test_segment_0461.mat,0.659687992282
Dog_1_test_segment_0055.mat,0.000276393708709
Dog_1_test_segment_0479.mat,0.040370892301
Dog_1_test_segment_0186.mat,0.259426603565
Dog_1_test_segment_0326.mat,0.385635761509
Dog_1_test_segment_0263.mat,0.235418348962
Dog_1_test_segment_0367.mat,0.833295412114
Dog_1_test_segment_0286.mat,0.000661447460233
Dog_1_test_segment_0481.mat,0.000827911715549
Dog_1_test_segment_0250.mat,0.020247780408
Dog_1_test_segment_0103.mat,0.320024624336
Dog_1_test_segment_0094.mat,0.532060006156
Dog_1_test_segment_0307.mat,0.378447966033
Dog_1_test_segment_0328.mat,0.00666620934346
Dog_1_test_segment_0235.mat,0.0012525698254
Dog_1_test_segment_0132.mat,0.230337989416
Dog_1_test_segment_0115.mat,0.0682963196279
Dog_1_test_segment_0332.mat,0.842588913154
Dog_1_test_segment_0232.mat,0.000555226560166
Dog_1_test_segment_0188.mat,0.00305084628803
Dog_1_test_segment_0340.mat,0.607504899653
Dog_1_test_segment_0268.mat,0.293007868215
Dog_1_test_segment_0024.mat,0.00325232879037
Dog_1_test_segment_0460.mat,0.148822412576
Dog_1_test_segment_0497.mat,0.120786873337
Dog_1_test_segment_0015.mat,0.149738052253
Dog_1_test_segment_0457.mat,0.408698003639
Dog_1_test_segment_0111.mat,0.000492035999155
Dog_1_test_segment_0112.mat,0.00292551847798
Dog_1_test_segment_0321.mat,0.161524558537
Dog_1_test_segment_0211.mat,0.00213248150111
Dog_1_test_segment_0331.mat,0.000805806022765
Dog_1_test_segment_0394.mat,0.00987854545707
Dog_1_test_segment_0499.mat,0.00272817385896
Dog_1_test_segment_0421.mat,0.766840254278
Dog_1_test_segment_0415.mat,0.00733260887473
Dog_1_test_segment_0464.mat,0.126188713906
Dog_1_test_segment_0050.mat,0.00135713639898
Dog_1_test_segment_0016.mat,0.000751675157163
Dog_1_test_segment_0007.mat,0.000477104500914
Dog_1_test_segment_0031.mat,0.096121938278
Dog_1_test_segment_0324.mat,0.00331787315166
Dog_1_test_segment_0077.mat,0.429914896477
Dog_1_test_segment_0342.mat,0.347325231975
Dog_1_test_segment_0458.mat,0.000479142686166
Dog_1_test_segment_0035.mat,0.490569636379
Dog_1_test_segment_0432.mat,0.132287368326
Dog_1_test_segment_0203.mat,0.0124669905797
Dog_1_test_segment_0346.mat,0.296842270168
Dog_1_test_segment_0356.mat,0.00270912082168
Dog_1_test_segment_0248.mat,0.169704714152
Dog_1_test_segment_0011.mat,0.00963492474583
Dog_1_test_segment_0169.mat,0.296262993473
Dog_1_test_segment_0210.mat,0.460582527869
Dog_1_test_segment_0423.mat,0.0171338681276
