clip,preictal
Dog_3_test_segment_0004.mat,0.017746550188743333
Dog_4_test_segment_0513.mat,0.042087062953941407
Dog_3_test_segment_0092.mat,0.03203429776931
Dog_2_test_segment_0422.mat,0.031497236194033336
Patient_2_test_segment_0069.mat,0.4906820112508095
Dog_2_test_segment_0252.mat,0.039037691584166666
Dog_1_test_segment_0486.mat,0.0203220162229
Dog_4_test_segment_0891.mat,0.09695283362281806
Dog_3_test_segment_0089.mat,0.01777752457553
Dog_2_test_segment_0672.mat,0.02911272683043
Dog_3_test_segment_0379.mat,0.033123902987876666
Dog_3_test_segment_0899.mat,0.017794650607586667
Dog_2_test_segment_0906.mat,0.028607160681251
Dog_2_test_segment_0022.mat,0.40385138848433333
Dog_1_test_segment_0228.mat,0.025643236074366665
Dog_2_test_segment_0572.mat,0.028419617528462334
Dog_3_test_segment_0222.mat,0.02909388638556333
Dog_1_test_segment_0425.mat,0.032064208842566666
Dog_3_test_segment_0357.mat,0.017775108070403334
Dog_2_test_segment_0014.mat,0.03164531552414333
Dog_4_test_segment_0718.mat,0.040402742374214706
Dog_3_test_segment_0038.mat,0.024307457072236666
Dog_2_test_segment_0949.mat,0.028499930287715334
Dog_3_test_segment_0902.mat,0.01923684168805
Dog_2_test_segment_0986.mat,0.036583812888033335
Dog_4_test_segment_0127.mat,0.04046761221974574
Dog_3_test_segment_0085.mat,0.03365504083061333
Dog_3_test_segment_0630.mat,0.0177828105799
Dog_4_test_segment_0445.mat,0.04031297399738224
Dog_2_test_segment_0276.mat,0.028199379148383667
Dog_3_test_segment_0055.mat,0.07947197407079999
Dog_3_test_segment_0660.mat,0.017683774992972332
Dog_2_test_segment_0581.mat,0.028700971442759668
Dog_2_test_segment_0925.mat,0.02952687563600667
Dog_5_test_segment_0176.mat,0.026602057775918887
Dog_1_test_segment_0051.mat,0.029570235027033334
Dog_4_test_segment_0732.mat,0.04086236819330207
Dog_3_test_segment_0125.mat,0.01842148576713
Dog_2_test_segment_0179.mat,0.0340404748549
Dog_1_test_segment_0266.mat,0.019847955599503333
Dog_1_test_segment_0252.mat,0.08464220122843333
Dog_3_test_segment_0450.mat,0.01777694439239
Dog_2_test_segment_0869.mat,0.04066146899833333
Dog_4_test_segment_0664.mat,0.04304680310284807
Dog_1_test_segment_0277.mat,0.019574956007623334
Dog_2_test_segment_0733.mat,0.028473574371810667
Dog_1_test_segment_0359.mat,0.09978648525536665
Dog_1_test_segment_0187.mat,0.027444795523333333
Dog_2_test_segment_0790.mat,0.02912543492796
Dog_2_test_segment_0885.mat,0.031021014709116668
Dog_3_test_segment_0483.mat,0.017412161086233332
Dog_5_test_segment_0094.mat,0.022469139464854886
Dog_4_test_segment_0228.mat,0.04087426269452607
Dog_1_test_segment_0009.mat,0.025269819451866668
Dog_2_test_segment_0199.mat,0.034386816200003334
Dog_4_test_segment_0382.mat,0.04488692238447474
Patient_1_test_segment_0047.mat,0.7562525161233332
Dog_4_test_segment_0809.mat,0.045340158969268074
Dog_3_test_segment_0228.mat,0.07420609423463333
Dog_2_test_segment_0160.mat,0.029786075751916666
Dog_4_test_segment_0942.mat,0.04029438189977074
Dog_3_test_segment_0601.mat,0.040522800776866666
Dog_2_test_segment_0593.mat,0.03865950007636667
Dog_3_test_segment_0795.mat,0.01777801946739333
Patient_1_test_segment_0106.mat,0.7015036535896667
Dog_3_test_segment_0586.mat,0.017259798959475665
Dog_3_test_segment_0107.mat,0.017777625465676666
Dog_1_test_segment_0374.mat,0.019657335946543335
Dog_4_test_segment_0493.mat,0.04056624828400874
Dog_5_test_segment_0046.mat,0.02660245039087222
Patient_1_test_segment_0150.mat,0.7557451234726666
Dog_1_test_segment_0307.mat,0.018571661836006666
Dog_1_test_segment_0345.mat,0.4141516361533333
Dog_4_test_segment_0148.mat,0.040352632195512404
Dog_4_test_segment_0901.mat,0.04348912144287807
Dog_3_test_segment_0602.mat,0.017776509876013334
Dog_3_test_segment_0177.mat,0.017437834224376666
Dog_3_test_segment_0723.mat,0.01777790969252
Dog_5_test_segment_0085.mat,0.02660190901740222
Dog_2_test_segment_0917.mat,0.028734959819640332
Patient_1_test_segment_0051.mat,0.7644202483873334
Dog_4_test_segment_0929.mat,0.043473192741411405
Dog_2_test_segment_0369.mat,0.03042371174891
Dog_2_test_segment_0342.mat,0.029382537109476668
Dog_3_test_segment_0889.mat,0.017778570843186667
Dog_2_test_segment_0204.mat,0.028773625411489
Dog_4_test_segment_0343.mat,0.040456520761799404
Dog_2_test_segment_0076.mat,0.08485188549893333
Dog_3_test_segment_0643.mat,0.017778246526406666
Dog_5_test_segment_0087.mat,0.026602449276285554
Dog_4_test_segment_0409.mat,0.040239872727528304
Dog_2_test_segment_0989.mat,0.033569821456456664
Dog_1_test_segment_0137.mat,0.01702972720461
Dog_2_test_segment_0070.mat,0.02921867457091
Dog_3_test_segment_0338.mat,0.017776801813403333
Dog_4_test_segment_0735.mat,0.04043104420681574
Patient_2_test_segment_0148.mat,0.4736876777901428
Dog_3_test_segment_0713.mat,0.03155212801876667
Dog_3_test_segment_0014.mat,0.017776723017346667
Patient_2_test_segment_0090.mat,0.5080903721611428
Dog_2_test_segment_0590.mat,0.028513316134572666
Dog_3_test_segment_0143.mat,0.018682427257526668
Dog_3_test_segment_0558.mat,0.01777962987253
Dog_2_test_segment_0279.mat,0.028536258658525333
Dog_2_test_segment_0203.mat,0.039756054572266664
Dog_4_test_segment_0628.mat,0.040430892556567406
Patient_1_test_segment_0079.mat,0.15959133098863332
Dog_3_test_segment_0517.mat,0.01777878440937
Dog_4_test_segment_0724.mat,0.04068285629504574
Dog_4_test_segment_0801.mat,0.06683966392178474
Dog_2_test_segment_0789.mat,0.02912675603427667
Dog_4_test_segment_0869.mat,0.040277775856634904
