clip,preictal
Dog_3_test_segment_0004.mat,0.0047967845368
Dog_4_test_segment_0513.mat,0.00185037508382
Dog_3_test_segment_0092.mat,0.0221447977233
Dog_2_test_segment_0422.mat,0.00782869936236
Patient_2_test_segment_0069.mat,0.521504281771
Dog_2_test_segment_0252.mat,0.0273764296458
Dog_1_test_segment_0486.mat,0.00321807666202
Dog_4_test_segment_0891.mat,0.301792408714
Dog_3_test_segment_0089.mat,0.00277851043177
Dog_2_test_segment_0672.mat,0.012958977397
Dog_3_test_segment_0379.mat,0.0218952365562
Dog_3_test_segment_0899.mat,0.00306272848016
Dog_2_test_segment_0906.mat,0.00136965298949
Dog_2_test_segment_0022.mat,0.532889329651
Dog_1_test_segment_0228.mat,0.142719457746
Dog_2_test_segment_0572.mat,0.00670664724934
Dog_3_test_segment_0222.mat,0.0208672804016
Dog_1_test_segment_0425.mat,0.0704609446441
Dog_3_test_segment_0357.mat,0.00207316111814
Dog_2_test_segment_0014.mat,0.00434071302196
Dog_4_test_segment_0718.mat,0.000127826513907
Dog_3_test_segment_0038.mat,0.00963069472361
Dog_2_test_segment_0949.mat,0.000818405654671
Dog_3_test_segment_0902.mat,0.00312272645401
Dog_2_test_segment_0986.mat,0.112187300572
Dog_4_test_segment_0127.mat,0.005317462486
Dog_3_test_segment_0085.mat,0.0349884556639
Dog_3_test_segment_0630.mat,0.00303845905536
Dog_4_test_segment_0445.mat,0.000916350466561
Dog_2_test_segment_0276.mat,0.000613240485805
Dog_3_test_segment_0055.mat,0.0844830672858
Dog_3_test_segment_0660.mat,0.000521712223206
Dog_2_test_segment_0581.mat,0.00123961852741
Dog_2_test_segment_0925.mat,0.00270094695687
Dog_5_test_segment_0176.mat,0.0120284442722
Dog_1_test_segment_0051.mat,0.0476048279614
Dog_4_test_segment_0732.mat,0.0153405503188
Dog_3_test_segment_0125.mat,0.00427710291268
Dog_2_test_segment_0179.mat,0.209915190264
Dog_1_test_segment_0266.mat,0.00880460045646
Dog_1_test_segment_0252.mat,0.0393192094254
Dog_3_test_segment_0450.mat,0.00223518117537
Dog_2_test_segment_0869.mat,0.0152896441127
Dog_4_test_segment_0664.mat,0.00239034157954
Dog_1_test_segment_0277.mat,0.00234794398532
Dog_2_test_segment_0733.mat,0.000611306906892
Dog_1_test_segment_0359.mat,0.433355933713
Dog_1_test_segment_0187.mat,0.16771310525
Dog_2_test_segment_0790.mat,0.00195804397058
Dog_2_test_segment_0885.mat,0.186977328303
Dog_3_test_segment_0483.mat,0.00138536028398
Dog_5_test_segment_0094.mat,0.000515550095148
Dog_4_test_segment_0228.mat,0.00102187031397
Dog_1_test_segment_0009.mat,0.00757895715009
Dog_2_test_segment_0199.mat,0.4456649131
Dog_4_test_segment_0382.mat,0.00415254814774
Patient_1_test_segment_0047.mat,0.935262607495
Dog_4_test_segment_0809.mat,0.00376820545889
Dog_3_test_segment_0228.mat,0.0829156231176
Dog_2_test_segment_0160.mat,0.0025729208625
Dog_4_test_segment_0942.mat,0.000111743325202
Dog_3_test_segment_0601.mat,0.0442786609736
Dog_2_test_segment_0593.mat,0.018627148831
Dog_3_test_segment_0795.mat,0.00846589680548
Patient_1_test_segment_0106.mat,0.813296912704
Dog_3_test_segment_0586.mat,0.00117465935812
Dog_3_test_segment_0107.mat,0.00303405625058
Dog_1_test_segment_0374.mat,0.00625387240542
Dog_4_test_segment_0493.mat,0.000337710769748
Dog_5_test_segment_0046.mat,0.0107559648734
Patient_1_test_segment_0150.mat,0.934858179269
Dog_1_test_segment_0307.mat,0.180742399376
Dog_1_test_segment_0345.mat,0.474770371779
Dog_4_test_segment_0148.mat,0.000652738328724
Dog_4_test_segment_0901.mat,0.00507604901049
Dog_3_test_segment_0602.mat,0.061936982955
Dog_3_test_segment_0177.mat,0.000721953021307
Dog_3_test_segment_0723.mat,0.0778235656937
Dog_5_test_segment_0085.mat,0.0140368056528
Dog_2_test_segment_0917.mat,0.0027504274819
Patient_1_test_segment_0051.mat,0.936127205885
Dog_4_test_segment_0929.mat,0.00775542696361
Dog_2_test_segment_0369.mat,0.00226160316615
Dog_2_test_segment_0342.mat,0.00228355380613
Dog_3_test_segment_0889.mat,0.00768167037144
Dog_2_test_segment_0204.mat,0.000942675358485
Dog_4_test_segment_0343.mat,0.000348288429984
Dog_2_test_segment_0076.mat,0.388042706026
Dog_3_test_segment_0643.mat,0.00790903152914
Dog_5_test_segment_0087.mat,0.00261139491245
Dog_4_test_segment_0409.mat,1.86214564766e-05
Dog_2_test_segment_0989.mat,0.0647303013374
Dog_1_test_segment_0137.mat,0.00321154835024
Dog_2_test_segment_0070.mat,0.0516818743485
Dog_3_test_segment_0338.mat,0.00291730714977
Dog_4_test_segment_0735.mat,0.00103607970311
Patient_2_test_segment_0148.mat,0.506394149034
Dog_3_test_segment_0713.mat,0.11682932908
Dog_3_test_segment_0014.mat,0.335231309783
Patient_2_test_segment_0090.mat,0.54761663347
Dog_2_test_segment_0590.mat,0.00873178749075
Dog_3_test_segment_0143.mat,0.0295317731602
Dog_3_test_segment_0558.mat,0.145364554739
Dog_2_test_segment_0279.mat,0.000680451419215
Dog_2_test_segment_0203.mat,0.0160479928061
Dog_4_test_segment_0628.mat,0.000305812121928
Patient_1_test_segment_0079.mat,0.0593398346487
Dog_3_test_segment_0517.mat,0.00303558652583
Dog_4_test_segment_0724.mat,0.000743934804038
Dog_4_test_segment_0801.mat,0.105320973555
Dog_2_test_segment_0789.mat,0.032978802131
Dog_4_test_segment_0869.mat,5.2454430935e-05
Dog_3_test_segment_0057.mat,0.0653430628382
Dog_4_test_segment_0388.mat,8.08432897442e-05
Dog_2_test_segment_0365.mat,0.178307024165
Dog_2_test_segment_0206.mat,0.0132130552892
Dog_2_test_segment_0559.mat,0.00997093454777
Dog_1_test_segment_0003.mat,0.00193176176678
Dog_4_test_segment_0591.mat,0.805154334583
Dog_4_test_segment_0101.mat,5.36730686012e-05
Dog_3_test_segment_0420.mat,0.0233138967043
Dog_3_test_segment_0115.mat,0.0356814066019
Dog_3_test_segment_0629.mat,0.0057223156495
