clip,preictal
Dog_1_test_segment_0441.mat,0.00124466857572
Dog_1_test_segment_0235.mat,0.000780764564195
Dog_1_test_segment_0344.mat,0.0521190112695
Dog_4_test_segment_0318.mat,0.00278476820375
Dog_4_test_segment_0888.mat,7.48322783698e-05
Dog_1_test_segment_0201.mat,0.0406611556906
Dog_4_test_segment_0631.mat,0.00256132963662
Patient_1_test_segment_0083.mat,0.0688058970813
Dog_1_test_segment_0164.mat,0.150767816566
Dog_3_test_segment_0575.mat,0.00172881972688
Dog_2_test_segment_0649.mat,0.0224087624871
Dog_4_test_segment_0159.mat,0.000913990156794
Dog_1_test_segment_0195.mat,0.219007206143
Dog_1_test_segment_0270.mat,0.000906572273748
Dog_5_test_segment_0013.mat,8.52188540842e-05
Dog_4_test_segment_0825.mat,0.000825182540631
Dog_2_test_segment_0615.mat,0.00162058654368
Dog_4_test_segment_0706.mat,8.90098655814e-05
Dog_4_test_segment_0325.mat,1.34985636567e-05
Dog_2_test_segment_0105.mat,0.00416318152151
Dog_2_test_segment_0396.mat,0.00216581219332
Dog_2_test_segment_0083.mat,0.0182841600692
Dog_2_test_segment_0968.mat,0.0928490013297
Dog_5_test_segment_0190.mat,0.000166405196095
Dog_1_test_segment_0372.mat,0.0337381500458
Dog_3_test_segment_0124.mat,0.00359017540472
Dog_3_test_segment_0621.mat,0.00129841647518
Dog_2_test_segment_0508.mat,0.138751593175
Dog_2_test_segment_0420.mat,0.00336726480425
Dog_2_test_segment_0671.mat,0.0316881817868
Dog_4_test_segment_0925.mat,0.247594746445
Dog_2_test_segment_0692.mat,0.00812417574403
Dog_3_test_segment_0044.mat,0.0083560299248
Dog_2_test_segment_0315.mat,0.0656373448462
Dog_2_test_segment_0505.mat,0.0193510774302
Dog_2_test_segment_0726.mat,0.0082243099457
Dog_2_test_segment_0337.mat,0.284756423407
Dog_3_test_segment_0650.mat,0.00128635373161
Dog_3_test_segment_0903.mat,0.00217529766772
Dog_2_test_segment_0220.mat,0.0466792821397
Dog_2_test_segment_0263.mat,0.387415622876
Dog_2_test_segment_0605.mat,0.00218389846853
Dog_3_test_segment_0718.mat,0.0456860697395
Dog_3_test_segment_0828.mat,0.00390226499001
Dog_3_test_segment_0420.mat,0.0292231250124
Patient_1_test_segment_0048.mat,0.857004104663
Dog_1_test_segment_0246.mat,0.168323276181
Dog_1_test_segment_0029.mat,0.0906477407888
Dog_2_test_segment_0136.mat,0.413652422039
Dog_4_test_segment_0555.mat,4.11516371878e-05
Dog_4_test_segment_0324.mat,0.000254512177791
Dog_3_test_segment_0031.mat,0.00129740845034
Dog_2_test_segment_0582.mat,0.00196487202256
Dog_3_test_segment_0809.mat,0.0108550312765
Dog_2_test_segment_0817.mat,0.104557329639
Dog_3_test_segment_0443.mat,0.00217396553448
Dog_2_test_segment_0632.mat,0.0711548901048
Dog_1_test_segment_0123.mat,0.00106920169215
Dog_4_test_segment_0540.mat,0.00143025253923
Dog_3_test_segment_0755.mat,0.0012863390591
Dog_2_test_segment_0728.mat,0.0942504475864
Dog_2_test_segment_0079.mat,0.00340428483209
Dog_4_test_segment_0407.mat,7.44755614818e-05
Dog_1_test_segment_0265.mat,0.00214054296063
Dog_4_test_segment_0023.mat,0.000536870892429
Dog_2_test_segment_0290.mat,0.00283187516395
Patient_2_test_segment_0003.mat,0.506289718325
Dog_2_test_segment_0405.mat,0.000757915300601
Patient_1_test_segment_0163.mat,0.935734102402
Dog_1_test_segment_0421.mat,0.414132280233
Dog_4_test_segment_0049.mat,5.15502103155e-05
Dog_1_test_segment_0081.mat,0.0022759843975
Dog_3_test_segment_0248.mat,0.0124471707745
Dog_1_test_segment_0238.mat,0.00424545388651
Dog_2_test_segment_0074.mat,0.378782769106
Dog_1_test_segment_0074.mat,0.00731197524602
Dog_3_test_segment_0714.mat,0.00133390057933
Dog_4_test_segment_0405.mat,0.189195598723
Dog_5_test_segment_0165.mat,0.00348379624346
Dog_3_test_segment_0527.mat,0.00419271899897
Dog_1_test_segment_0122.mat,0.022773764814
Dog_4_test_segment_0302.mat,0.545267157158
Dog_5_test_segment_0100.mat,0.0109762947841
Dog_1_test_segment_0394.mat,0.0085506822187
Dog_4_test_segment_0114.mat,0.0344520021883
Dog_1_test_segment_0291.mat,0.00136330254795
Dog_3_test_segment_0579.mat,0.0166425148622
Dog_1_test_segment_0200.mat,0.0201457804772
Dog_2_test_segment_0668.mat,0.00258734642676
Dog_3_test_segment_0503.mat,0.00131349027377
Dog_5_test_segment_0177.mat,2.75579590468e-05
Dog_4_test_segment_0951.mat,0.000527421552369
Patient_2_test_segment_0012.mat,0.572715308501
Dog_3_test_segment_0557.mat,0.0559574458238
Dog_3_test_segment_0187.mat,0.00134465775578
Patient_2_test_segment_0100.mat,0.512451417467
Dog_4_test_segment_0684.mat,0.00129734324503
Dog_3_test_segment_0197.mat,0.00145404987185
Dog_4_test_segment_0307.mat,0.0010282685992
Patient_2_test_segment_0150.mat,0.488069959176
Patient_1_test_segment_0023.mat,0.942534905723
Dog_4_test_segment_0739.mat,7.80317421576e-05
Dog_2_test_segment_0584.mat,0.00157821682282
Dog_2_test_segment_0769.mat,0.0132707204551
Dog_3_test_segment_0513.mat,0.00132628888181
Dog_2_test_segment_0980.mat,0.00391685385687
Dog_4_test_segment_0828.mat,0.0146459803696
Dog_1_test_segment_0385.mat,0.00866690514157
Patient_2_test_segment_0147.mat,0.536469706017
Dog_3_test_segment_0059.mat,0.00234400394978
Patient_1_test_segment_0118.mat,0.933853813963
Dog_4_test_segment_0079.mat,0.0497875643811
Dog_3_test_segment_0345.mat,0.0481496653162
Dog_1_test_segment_0197.mat,0.045677248448
Dog_3_test_segment_0014.mat,0.00129274882682
Dog_5_test_segment_0057.mat,0.0109685934353
Dog_1_test_segment_0428.mat,0.00531883593927
Patient_1_test_segment_0115.mat,0.353490339907
Dog_3_test_segment_0405.mat,0.0147743799902
Dog_3_test_segment_0174.mat,0.0143109031385
Dog_2_test_segment_0994.mat,0.063848210686
Dog_3_test_segment_0843.mat,0.00123796953373
Dog_3_test_segment_0009.mat,0.00849851790592
Dog_4_test_segment_0425.mat,0.00062611706711
Dog_2_test_segment_0484.mat,0.0200949114543
Dog_1_test_segment_0294.mat,0.586604250215
Dog_4_test_segment_0099.mat,0.00207576390758
Dog_5_test_segment_0027.mat,0.0204852125632
Dog_4_test_segment_0749.mat,0.00365048986521
Dog_4_test_segment_0652.mat,0.000116946830008
Dog_1_test_segment_0311.mat,0.241230684266
Dog_4_test_segment_0103.mat,0.00234697762046
Dog_1_test_segment_0130.mat,0.00471598709679
Dog_1_test_segment_0404.mat,0.00495820204634
Dog_1_test_segment_0121.mat,0.563578532533
Dog_1_test_segment_0335.mat,0.0026223769468
Dog_2_test_segment_0535.mat,0.3167566021
Dog_2_test_segment_0764.mat,0.00155837071195
Dog_4_test_segment_0465.mat,0.000925109523851
Dog_3_test_segment_0871.mat,0.00219541709743
Dog_3_test_segment_0116.mat,0.0012853276737
Dog_1_test_segment_0369.mat,0.0026140867983
Dog_4_test_segment_0430.mat,0.0317384228202
Dog_2_test_segment_0647.mat,0.0158895373167
Dog_4_test_segment_0354.mat,0.0142350531632
Dog_2_test_segment_0583.mat,0.00930253734438
Dog_5_test_segment_0167.mat,0.0109796669703
Patient_1_test_segment_0092.mat,0.966181755118
Dog_2_test_segment_0259.mat,0.00653534373602
Dog_4_test_segment_0723.mat,0.616990303407
Dog_4_test_segment_0736.mat,0.45560329724
Dog_4_test_segment_0141.mat,0.0427628185386
Dog_1_test_segment_0446.mat,0.159371098429
Dog_3_test_segment_0867.mat,0.000640039211208
Dog_4_test_segment_0421.mat,0.000823208520407
Dog_1_test_segment_0356.mat,0.00173030247645
