clip,preictal
Dog_1_test_segment_0247.mat,0.0785822130976
Dog_1_test_segment_0488.mat,0.413214531159
Dog_1_test_segment_0053.mat,0.00467921440229
Dog_1_test_segment_0378.mat,0.31605602238
Dog_1_test_segment_0270.mat,0.000880015419732
Dog_1_test_segment_0361.mat,0.26840273327
Dog_1_test_segment_0298.mat,0.00190760204875
Dog_1_test_segment_0457.mat,0.314077220823
Dog_1_test_segment_0181.mat,0.000321552119961
Dog_1_test_segment_0337.mat,0.163509636418
Dog_1_test_segment_0124.mat,0.000447749535378
Dog_1_test_segment_0131.mat,0.272392225326
Dog_1_test_segment_0324.mat,0.00345711185172
Dog_1_test_segment_0042.mat,0.00049873687027
Dog_1_test_segment_0135.mat,0.25106734339
Dog_1_test_segment_0420.mat,0.01612492421
Dog_1_test_segment_0209.mat,0.160776254642
Dog_1_test_segment_0171.mat,0.000663168095973
Dog_1_test_segment_0432.mat,0.247323202349
Dog_1_test_segment_0081.mat,0.0630704075963
Dog_1_test_segment_0347.mat,0.34290560668
Dog_1_test_segment_0342.mat,0.321233270677
Dog_1_test_segment_0168.mat,0.364365760704
Dog_1_test_segment_0121.mat,0.312170510074
Dog_1_test_segment_0050.mat,0.00160187558884
Dog_1_test_segment_0412.mat,0.00151385634307
Dog_1_test_segment_0149.mat,0.00270604477897
Dog_1_test_segment_0359.mat,0.404199874395
Dog_1_test_segment_0487.mat,0.308186925552
Dog_1_test_segment_0021.mat,0.31102883044
Dog_1_test_segment_0024.mat,0.00334104195404
Dog_1_test_segment_0129.mat,0.00654391981607
Dog_1_test_segment_0363.mat,0.00295059835061
Dog_1_test_segment_0059.mat,0.236102535559
Dog_1_test_segment_0396.mat,0.00439485429085
Dog_1_test_segment_0489.mat,0.127282273983
Dog_1_test_segment_0088.mat,0.337256647302
Dog_1_test_segment_0189.mat,0.271293774832
Dog_1_test_segment_0273.mat,0.000384745456427
Dog_1_test_segment_0155.mat,0.334258728573
Dog_1_test_segment_0029.mat,0.414372050918
Dog_1_test_segment_0106.mat,0.000315003177729
Dog_1_test_segment_0061.mat,0.00100444370601
Dog_1_test_segment_0476.mat,0.229951280584
Dog_1_test_segment_0416.mat,0.0270929185762
Dog_1_test_segment_0382.mat,0.195504564682
Dog_1_test_segment_0398.mat,0.000338838814014
Dog_1_test_segment_0454.mat,0.00130333084616
Dog_1_test_segment_0450.mat,0.288698586675
Dog_1_test_segment_0098.mat,0.0069483281551
Dog_1_test_segment_0348.mat,0.000273455431432
Dog_1_test_segment_0274.mat,0.359246958629
Dog_1_test_segment_0365.mat,0.000390831744805
Dog_1_test_segment_0444.mat,0.22178073694
Dog_1_test_segment_0117.mat,0.000517403805565
Dog_1_test_segment_0115.mat,0.100241653424
Dog_1_test_segment_0350.mat,0.0236026035674
Dog_1_test_segment_0362.mat,0.18607044748
Dog_1_test_segment_0381.mat,0.0280057438052
Dog_1_test_segment_0417.mat,0.184722536945
Dog_1_test_segment_0062.mat,0.000374112863086
Dog_1_test_segment_0303.mat,0.281565521889
Dog_1_test_segment_0276.mat,0.28437893034
Dog_1_test_segment_0114.mat,0.0755931947277
Dog_1_test_segment_0376.mat,0.439113687906
Dog_1_test_segment_0096.mat,0.0605223294243
Dog_1_test_segment_0163.mat,0.297889550171
Dog_1_test_segment_0204.mat,0.277274520189
Dog_1_test_segment_0052.mat,0.210477767837
Dog_1_test_segment_0471.mat,0.00197115624904
Dog_1_test_segment_0104.mat,0.00134011943304
Dog_1_test_segment_0162.mat,0.0933043256199
Dog_1_test_segment_0078.mat,0.00181691855338
Dog_1_test_segment_0132.mat,0.287719274376
Dog_1_test_segment_0325.mat,0.429052103493
Dog_1_test_segment_0318.mat,0.00131210026144
Dog_1_test_segment_0374.mat,0.00468164710834
Dog_1_test_segment_0004.mat,0.229572696815
Dog_1_test_segment_0466.mat,0.00248203797049
Dog_1_test_segment_0414.mat,0.0174980780663
Dog_1_test_segment_0387.mat,0.00192603356388
Dog_1_test_segment_0492.mat,0.228177222005
Dog_1_test_segment_0148.mat,0.0081838447312
Dog_1_test_segment_0494.mat,0.0376824982657
Dog_1_test_segment_0319.mat,0.000725497585572
Dog_1_test_segment_0413.mat,0.225091002923
Dog_1_test_segment_0051.mat,0.173143212317
Dog_1_test_segment_0070.mat,0.00915510488713
Dog_1_test_segment_0141.mat,0.273099134681
Dog_1_test_segment_0001.mat,0.315407348154
Dog_1_test_segment_0400.mat,0.0715811409804
Dog_1_test_segment_0312.mat,0.22580340381
Dog_1_test_segment_0142.mat,0.212585046558
Dog_1_test_segment_0219.mat,0.0063087509082
Dog_1_test_segment_0080.mat,0.282876627242
Dog_1_test_segment_0366.mat,0.00411706586624
Dog_1_test_segment_0407.mat,0.232036238076
Dog_1_test_segment_0227.mat,0.00103251644355
Dog_1_test_segment_0188.mat,0.00429851583633
Dog_1_test_segment_0030.mat,0.317252660147
Dog_1_test_segment_0501.mat,0.288065841618
Dog_1_test_segment_0482.mat,0.0096916797951
Dog_1_test_segment_0421.mat,0.662297620349
Dog_1_test_segment_0020.mat,0.297313362353
Dog_1_test_segment_0103.mat,0.222733969183
Dog_1_test_segment_0013.mat,0.224849001915
Dog_1_test_segment_0058.mat,0.293766241241
Dog_1_test_segment_0395.mat,0.283616484949
Dog_1_test_segment_0301.mat,0.22263292066
Dog_1_test_segment_0238.mat,0.0697808087466
Dog_1_test_segment_0202.mat,0.00306744267786
Dog_1_test_segment_0265.mat,0.23734338939
Dog_1_test_segment_0485.mat,0.00136398600148
Dog_1_test_segment_0320.mat,0.15592186187
Dog_1_test_segment_0484.mat,0.0184708870608
Dog_1_test_segment_0218.mat,0.00912788208223
Dog_1_test_segment_0137.mat,0.00507011815653
Dog_1_test_segment_0294.mat,0.365220385409
Dog_1_test_segment_0316.mat,0.0123001792585
Dog_1_test_segment_0237.mat,0.173190784995
Dog_1_test_segment_0199.mat,0.00594056591562
Dog_1_test_segment_0448.mat,0.001621925873
Dog_1_test_segment_0465.mat,0.219572203993
Dog_1_test_segment_0456.mat,0.333449038244
Dog_1_test_segment_0314.mat,0.00133431386621
Dog_1_test_segment_0344.mat,0.299091571253
Dog_1_test_segment_0079.mat,0.316083356946
Dog_1_test_segment_0242.mat,0.000796192053328
Dog_1_test_segment_0193.mat,0.305881724168
Dog_1_test_segment_0297.mat,0.00363799220752
Dog_1_test_segment_0449.mat,0.000700639201881
Dog_1_test_segment_0372.mat,0.297666724496
Dog_1_test_segment_0443.mat,0.251691626655
Dog_1_test_segment_0005.mat,0.21408892921
Dog_1_test_segment_0321.mat,0.135537036418
Dog_1_test_segment_0200.mat,0.140625230997
Dog_1_test_segment_0144.mat,0.00105958269215
Dog_1_test_segment_0094.mat,0.323064556326
Dog_1_test_segment_0234.mat,0.0054223821042
Dog_1_test_segment_0326.mat,0.315691079288
Dog_1_test_segment_0174.mat,0.000760243597163
Dog_1_test_segment_0194.mat,0.011190753031
Dog_1_test_segment_0006.mat,0.334239228552
Dog_1_test_segment_0150.mat,0.0355485884901
Dog_1_test_segment_0341.mat,0.259194627154
Dog_1_test_segment_0371.mat,0.401928790666
Dog_1_test_segment_0161.mat,0.442202781599
Dog_1_test_segment_0105.mat,0.000414376759652
Dog_1_test_segment_0256.mat,0.00101110828832
Dog_1_test_segment_0409.mat,0.00105900637462
Dog_1_test_segment_0118.mat,0.343694696355
Dog_1_test_segment_0009.mat,0.00586216893607
Dog_1_test_segment_0220.mat,0.204495200037
Dog_1_test_segment_0190.mat,0.336498259102
Dog_1_test_segment_0037.mat,0.005613214562
Dog_1_test_segment_0232.mat,0.000387086359464
